ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	name
MP:0005369	11228	1468	8	8	11228	8	1	false	8.397979186994884E-8	5.2403390126848076E-5	0.0	"muscle phenotype"
MP:0003141	11228	169	8	4	1823	5	1	false	3.315557456162384E-4	0.10058937077307423	1.1184218214155472E-243	"cardiac fibrosis"
MP:0009410	11228	10	8	2	1964	7	2	false	4.836027441013184E-4	0.10058937077307423	4.348255154518915E-27	"abnormal skeletal muscle satellite cell proliferation"
MP:0010545	11228	431	8	5	1823	5	1	false	7.25647306943601E-4	0.11320097988320175	0.0	"abnormal heart layer morphology"
MP:0003105	11228	234	8	4	1823	5	1	false	0.0011929175569165868	0.12489386201679527	1.3252884173018012E-302	"abnormal heart atrium morphology"
MP:0020135	11228	187	8	5	712	5	1	false	0.0012009025193922623	0.12489386201679527	2.6382823636273996E-177	"abnormal heart ventricle wall thickness"
MP:0008772	11228	194	8	5	712	5	1	false	0.0014459717222604974	0.12889805067007862	2.3158848225887194E-180	"increased heart ventricle size"
MP:0002899	11228	78	8	2	4314	4	1	false	0.0018915475837746583	0.1384797874949531	6.878619812140584E-169	"fatigue"
MP:0003833	11228	7	8	2	454	5	1	false	0.0019973046273310544	0.1384797874949531	1.328081221822222E-15	"decreased satellite cell number"
MP:0020279	11228	55	8	2	999	2	1	false	0.002978930834640619	0.17012981888831918	6.098492010115754E-92	"abnormal creatine kinase level"
MP:0004510	11228	23	8	2	1779	7	2	false	0.003229284935691541	0.17012981888831918	5.253790322291672E-53	"myositis"
MP:0010089	11228	54	8	2	930	2	2	false	0.003312615021357399	0.17012981888831918	5.580689633497788E-89	"abnormal circulating creatine kinase level"
MP:0012320	11228	66	8	2	2652	4	2	false	0.0035443712268399836	0.17012981888831918	1.362127121679181E-133	"abnormal body fat mass"
MP:0004215	11228	138	8	3	1762	5	1	false	0.004182762425722564	0.17079713847728262	1.9239727879292374E-209	"abnormal myocardial fiber physiology"
MP:0010106	11228	2	8	1	929	2	1	false	0.004303385175013616	0.17079713847728262	2.3198841913820033E-6	"abnormal circulating pyruvate kinase level"
MP:0009406	11228	23	8	3	209	4	1	false	0.004379413807109811	0.17079713847728262	3.933743889046212E-31	"decreased skeletal muscle fiber number"
MP:0001627	11228	55	8	2	759	2	1	false	0.005162326488469452	0.1884307289593423	3.6407471147966124E-85	"abnormal cardiac output"
MP:0006190	11228	3	8	1	547	1	1	false	0.005484460694698084	0.1884307289593423	3.686165066841025E-8	"retinal ischemia"
MP:0010630	11228	488	8	5	2751	8	2	false	0.006025908763612264	0.1884307289593423	0.0	"abnormal cardiac muscle tissue morphology"
MP:0009409	11228	41	8	3	454	5	1	false	0.0060394464410045605	0.1884307289593423	2.477261384885295E-59	"abnormal skeletal muscle fiber type ratio"
MP:0005330	11228	127	8	3	2077	7	2	false	0.006517974817595994	0.19367696600856668	7.456557503008002E-207	"cardiomyopathy"
MP:0002972	11228	291	8	4	1814	6	2	false	0.007448889194001529	0.2112775844116797	0.0	"abnormal cardiac muscle contractility"
MP:0013467	11228	2	8	1	1779	7	2	false	0.007856311384346676	0.21314514364488374	6.322987029654338E-7	"diaphragmitis"
MP:0005294	11228	712	8	5	1823	5	1	false	0.00901028154906586	0.23426732027571237	0.0	"abnormal heart ventricle morphology"
MP:0002332	11228	81	8	2	809	2	1	false	0.00991322865290158	0.24743418717642343	1.0458089096165124E-113	"abnormal exercise endurance"
MP:0012719	11228	10	8	1	5264	6	1	false	0.011349546306280076	0.2681728880156605	2.240366582316502E-31	"abnormal neck morphology"
