ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	name
MP:0005369	18820	1468	9	8	11228	8	1	false	8.397979186994884E-8	5.0891753873189E-5	0.0	"muscle phenotype"
MP:0003141	18820	169	9	4	1823	5	1	false	3.315557456162384E-4	0.10046139092172023	1.1184218214155472E-243	"cardiac fibrosis"
MP:0010545	18820	431	9	5	1823	5	1	false	7.25647306943601E-4	0.134485178240291	0.0	"abnormal heart layer morphology"
MP:0003105	18820	234	9	4	1823	5	1	false	0.0011929175569165868	0.134485178240291	1.3252884173018012E-302	"abnormal heart atrium morphology"
MP:0020135	18820	187	9	5	712	5	1	false	0.0012009025193922623	0.134485178240291	2.6382823636273996E-177	"abnormal heart ventricle wall thickness"
MP:0008772	18820	194	9	5	712	5	1	false	0.0014459717222604974	0.134485178240291	2.3158848225887194E-180	"increased heart ventricle size"
MP:0009410	18820	10	9	2	219	2	2	false	0.001885132587658533	0.134485178240291	1.7614872003185776E-17	"abnormal skeletal muscle satellite cell proliferation"
MP:0002899	18820	78	9	2	4314	4	1	false	0.0018915475837746583	0.134485178240291	6.878619812140584E-169	"fatigue"
MP:0003833	18820	7	9	2	454	5	1	false	0.0019973046273310544	0.134485178240291	1.328081221822222E-15	"decreased satellite cell number"
MP:0020279	18820	55	9	2	999	2	1	false	0.002978930834640619	0.1805232085792215	6.098492010115754E-92	"abnormal creatine kinase level"
MP:0004215	18820	138	9	3	1762	5	1	false	0.004182762425722564	0.20414805900834965	1.9239727879292374E-209	"abnormal myocardial fiber physiology"
MP:0010106	18820	2	9	1	929	2	1	false	0.004303385175013616	0.20414805900834965	2.3198841913820033E-6	"abnormal circulating pyruvate kinase level"
MP:0009406	18820	23	9	3	209	4	1	false	0.004379413807109811	0.20414805900834965	3.933743889046212E-31	"decreased skeletal muscle fiber number"
MP:0001627	18820	55	9	2	759	2	1	false	0.005162326488469452	0.21528850254404494	3.6407471147966124E-85	"abnormal cardiac output"
MP:0006190	18820	3	9	1	547	1	1	false	0.005484460694698084	0.21528850254404494	3.686165066841025E-8	"retinal ischemia"
MP:0012320	18820	66	9	2	852	2	2	false	0.005916817000712526	0.21528850254404494	2.814436687402183E-100	"abnormal body fat mass"
MP:0009409	18820	41	9	3	454	5	1	false	0.0060394464410045605	0.21528850254404494	2.477261384885295E-59	"abnormal skeletal muscle fiber type ratio"
MP:0005294	18820	712	9	5	1823	5	1	false	0.00901028154906586	0.3033461454852173	0.0	"abnormal heart ventricle morphology"
MP:0002332	18820	81	9	2	809	2	1	false	0.00991322865290158	0.31617981913991355	1.0458089096165124E-113	"abnormal exercise endurance"
MP:0012719	18820	10	9	1	5264	6	1	false	0.011349546306280076	0.34389125308028634	2.240366582316502E-31	"abnormal neck morphology"
MP:0004510	18820	23	9	2	197	2	2	false	0.013104734279497631	0.37713474539294345	1.6598007415675157E-30	"myositis"
MP:0004262	18820	784	9	3	3274	3	1	false	0.013691360393803228	0.37713474539294345	0.0	"abnormal physical strength"
MP:0006035	18820	165	9	2	1347	2	1	false	0.01492502738463105	0.3932420258733224	8.714381538958253E-217	"abnormal mitochondrial morphology"
MP:0020307	18820	4	9	1	246	1	1	false	0.016260162601626587	0.3993260054020814	6.71605045728332E-9	"abnormal creatine kinase activity"
MP:0005164	18820	552	9	3	5406	6	1	false	0.01672624054911589	0.3993260054020814	0.0	"abnormal response to injury"
MP:0004937	18820	234	9	3	1823	5	1	false	0.017132798911640455	0.3993260054020814	1.3252884173018012E-302	"dilated heart"
MP:0001038	18820	15	9	1	1518	2	1	false	0.01967165275755066	0.4322775883927413	2.67645087785604E-36	"abnormal cholinergic neuron morphology"
MP:0013467	18820	2	9	1	197	2	2	false	0.020252771159223575	0.4322775883927413	5.179736869366643E-5	"diaphragmitis"
MP:0003950	18820	14	9	1	1347	2	1	false	0.020686551259718643	0.4322775883927413	1.4411208035509554E-33	"abnormal plasma membrane morphology"
